src_text,label,language
"khumen'we wa tinhweti loko kungu ra ku hlamula ra xilamulelamhangu ku lwisana na madzolonga kuya hi rimbewu na kudlawa ka vavasati ri simekiwile hi endlile ku antswa eka ku andzisa nseketelo na nhlayiso wa lava poneke, naswona ku antswa swi endliwa hi ku aka hi vuntshwa nawu ku va nyika nsirhelelo wa kahle swinene.
",0,tso
izikolo ezintsha ziya kwakhiwa ukwenzela uncedo kubantwana. Kusungulwa inkqubo entsha yempilo yabantu kule nyanga izayo..,1,xho
kusungulwa inkqubo entsha yempilo yabantu kule nyanga izayo. Uhlaziyo lwemigaqo yokuhanjiswa kwamanzi nombane luya kuqalwa. Abahlali bayacelwa ukuba babhalisele uncedo lwezindlu. Amaqela oluntu aya kuxhaswa ngurhulumente. Abahlali bayacelwa ukuba babhalisele uncedo lwezindlu..,1,xho
"bendisoloko ndiqinisekisa ukuba ingxaki yecovid19 ikwalithuba lokwakha ngcono kwakhona.
",0,xho
ku ta va ni ku cinca eka mphakelo wa mati ni gezi. Vaendli va nawu va khensa nkarhi wa vun'we exikarhi.,1,tso
lenaneo le le hlophilwego le lebane le ditlhoko tša tlhabollo ya setšhaba. Mašeleng a tla abelwa mafapha a bohlokwa go netefatša tšwelopele.,1,nso
setšhaba se hwetša melemo ya tlhabollo ya dipalangwa. Mašeleng a tla abelwa mafapha a bohlokwa go netefatša tšwelopele.,1,nso
"dikgato tša go tsošološa ekonomi vukuzenzele unnamed go se go ye kae re tla be re swara ngwaga mola tshwaetšego ya mathomo ya coronavirus e begwago ka mo nageng ya rena.
",0,nso
"vatirhisani va brics va twa nane leswaku matiko lama ha hluvukaka ya dinga mpfuno ku fikelela swikongomelokulu swa nhluvukiso lowu yise kaka emahlweni swa un, na leswaku matiko lama nyike laka ya fanele ku humelerisa ku tiyimisela ka wona hi ma yelana na mhaka leyi.
",0,tso
lenaneo le le hlophilwego le lebane le ditlhoko tša ditirelo tša setšhaba. Go šoma mmogo le baagi go thea motheo o tiilego wa tlhabollo. Dipalangwa di tla hlabollwa go fihlelela ditlhoko tša setšhaba.,1,nso
swi laveka leswaku ku vekiwa swiboho leswi nga ta pfuna hinkwavo. Vaendli va nawu va khensa nkarhi wa vun'we exikarhi ka vaaki. Ntirho wo hlawuleka wa ta sunguriwa emasunguleni.,1,tso
"bathopadifoka ka go legoro la dikolo tše kaone, sekolo sa grootdrink intermediate, ka seleteng sa mgcawu district ka kapa leboa, se hweditše maemo a bobedi; gomme sekolo sa phoraemari sa aaron gqedu, ka nelson mandela bay ka kapa bohlabela, se hweditše maemo a boraro.
",0,nso
uluntu luyakhuthazwa ukuba luthathe inxaxheba kuguquko. Abasebenzi boluntu bafumana uqeqesho ukuze baphucule iinkonzo. Uhlaziyo lwemigaqo yokuhanjiswa kwamanzi nombane luya kuqalwa. UMasipala ubhengeze. Izikolo ezintsha ziya kwakhiwa ukwenzela uncedo kubantwana..,1,xho
"uninzi lwabemmi bomzantsi afrika bebejongelwe phantsi kuqoqosho olungundoqo, apho oosomashishini abantu abamnyama bebevaleleke kumashishini amancinane ezilokishini.
",0,xho
abasebenzi boluntu bafumana uqeqesho ukuze baphucule iinkonzo. UMasipala ubhengeze izicwangciso zokuphucula iinkonzo. IKomiti yendalo iya kubamba intlanganiso noluntu. Uluntu luyakhuthazwa ukuba luthathe inxaxheba kuguquko. Abahlali bayacelwa.,1,xho
mekgwa ya mmušo e hlophilwe go oketša mehuta ya ditirelo. Go kgothaletšwa setšhaba go tsenya letsogo le go tšea karolo. Dipalangwa di tla hlabollwa go fihlelela ditlhoko tša setšhaba.,1,nso
"u bva tsha tshanduko dze dza vha hone nga 1994 musi ri tshi dzhia tsheo ya u awela hu si kha muvhuso wa tshiṱalula fhedzi, fhedzi na kha ndavhe leso ya vhushaka ha dzitshaka kha vhafhaṱi vhaho, mbeka nyamaitele ya u konana na vha maṅwe mashango ya afrika tshipembe yo bvela phanḓa na u sumbedzwa nga kha u ""khwiṋisa mbuelo"" honohu.
",0,ven
"inkundla ekhethekileyo yamiselwa ukuba kukhawuleziswe ukuxoxwa kwamatyala.
",0,xho
"tanihi rixaka, hi dinga vutshila na mfuwo ku tlakusa mimoya ya hina nakambe – xihlohloteri lexi xi nyika timali tintshwa ku pfuna sekitara leyi ku tlhela yi yima hi milenge ya yona, ku katsa na nseketelo eka ku tumbuluxiwa ka vundzeni bya swa xidijitali na ku ndlandlamuxiwa ka tipulatifomo ta mabindzu ya xielekitironiki.
",0,tso
bafaladi ba kgopelwa go ngwadiša bakeng sa thuso ya matlo. Komiti ya tikologo e tla swara kopano le setšhaba. Lenaneo la tlhokomelo ya maphelo le tla.,1,nso
"nakong ya go thomišwa ga temokrasi ka nageng ka 1994, mmušo o moswa o be o bea pele taba ya go bušeletša se riti le tlhompho ya baetapele ba setšo le go netefatša gore melao ye e laolago merero ya setšo le meetlo e tsamaelana le molaotheo wa naga.
",0,nso
vaendli va nawu va khensa nkarhi wa vun'we exikarhi ka vaaki. Ndlela yo lulamisa swiphiqo yi le ku lunghiseleriwa. Ku ta va ni ku cinca eka mphakelo wa mati ni gezi. Vahlayi va kombiwa ku tsarisa eka ntirho wa ndzhawu ya.,1,tso
komiti ya mbangu yi ta khoma nhlangano ni vaaki. Ndzi tshembha leswaku ntirho lowu wu ta pfuna swirho swa muganga. Vaendli va nawu va.,1,tso
ndzi tshembha leswaku ntirho lowu wu ta pfuna swirho swa muganga. Vaendli va nawu va khensa nkarhi wa vun'we exikarhi ka vaaki. Ndlela.,1,tso
"nawu wo cinca madzolonga ya le mindyangwini wu tekela enhlokweni yin'wana ya mipfilungano eka vuxaka bya le mindyangwini lebyi nga na madzolonga.
",0,tso
"khoro ya minisṱa dza zwa pfunzo yo humbela vhagudiswa na vhabebi vhoṱhe u shumisa tshikhala hetshi.
",0,ven
hu do fhaṱwa tshikolo tshiswa u thusa vhafunziwa vha eneo. Komiti ya mutheo i khou ita mushumo wa u imisa u Masipala u ṱalutshedza maano a u fhaṱa zwivhalo zwa mushumo. Hu do fhaṱwa tshikolo tshiswa u thusa vhafunziwa vha eneo..,1,ven
kusungulwa inkqubo entsha yempilo yabantu kule nyanga izayo. Uhlaziyo lwemigaqo yokuhanjiswa kwamanzi nombane luya kuqalwa. Abahlali bayacelwa ukuba babhalisele uncedo lwezindlu. IKomiti yendalo iya kubamba intlanganiso noluntu. UMasipala ubhengeze izicwangciso zokuphucula iinkonzo..,1,xho
masipala wu tivisile leswaku ku ta endliwa ntirho wo antswisa switirhisiwa. Vaendli va nawu va khensa nkarhi wa vun'we exikarhi ka vaaki. Ndzi tshembha leswaku ntirho lowu wu ta.,1,tso
"mikanerisano eka khansele ya nhluvukiso wa ikhonomi na vatirhi ya rixaka yi tise ku pfumelelana ka leswaku goza leri kotekaka na ku yiseka emahl weni hi ndlela ya swa timali leri ri nga nyikaka mphalalo wa xihatla i ku yisa emahlweni xikimi xa ters xa covid19 eka tisekitara leti ti nga khumbeka hi swipimelo swa levhele ya vulemukisi leyi fambelanisiweke ya 4. ku seketela mabindzu lama tilayisense ta wona to tirha na tiphemiti swi nga hundzeriwa hi nkarhi exikarhi ka nyenyankulu 2020 na khotavuxika 2021, hi hundzisela ku ya emahlweni ku va enawini ka tona kufikela 31 n’wendzamhala 2022. hi ku engetela, tilayisense kumbe tiphemiti ta mabindzu lama ntshwa leti ti nyikiwaka kusukela 1 mawuwani na tona ti ta va enawini kufikela 31 n’wendzamhala 2022, naswona a ku nga vi na hakelo ya layisense yi nga ta hakeriwa.
",0,tso
izikolo ezintsha ziya kwakhiwa ukwenzela uncedo kubantwana. Izikolo ezintsha ziya kwakhiwa ukwenzela uncedo kubantwana. Amaqela oluntu aya kuxhaswa ngurhulumente wengingqi. Uluntu luyakhuthazwa ukuba luthathe inxaxheba kuguquko. UMasipala ubhengeze izicwangciso zokuphucula iinkonzo. Uhlaziyo lwemigaqo yokuhanjiswa kwamanzi nombane luya kuqalwa. Amaqela.,1,xho
"loko tisisitime to hlaya ti ri ku endliweni ku endla leswaku valumandleve va vika va nga tiveki, hi fanele hi tiyisa tisisitime leti nga kona no nyika nseketelo wa lehenhla eka lava humelaka rivaleni ni mahungu.
",0,tso
"""a zwi athu tou nwelela zwavhuḓi kha nṋe.
",0,ven
"go bile le kgonagalo ya go fokotša palo ya mahu ka ge, mmogo le badirišanimmogo le rena, re tlile ka lenaneo leo le tseneletšego la diantiretroviral , leo le ﬁ hlelelago dimilione tša batho bao ba phelago ka bolwetši bjo.
",0,nso
masipala wu tivisile leswaku ku ta endliwa ntirho wo antswisa switirhisiwa. Ndlela yo lulamisa swiphiqo yi le ku lunghiseleriwa. Ndlela yo lulamisa swiphiqo yi le ku lunghiseleriwa. Vahlayi va kombiwa.,1,tso
swi laveka leswaku ku vekiwa swiboho leswi nga ta pfuna.,1,tso
mmasepala o tsebisitse ka leano la go tokafatsa ditirelo. Mmasepala o tsebisitse ka leano la go tokafatsa ditirelo. Lenaneo la.,1,nso
"yingxaki yethu sonke le, ke ngoko kufuneka sisebenzisane ngokubambisana ukuze sikwazi ukukhupha eli lizwe lethu laku thi kule ntsunguzi likuyo.",0,xho
"zwavhukuma a hu na sisiṱeme ine ya thoma kha nedzo ya sisiṱeme ya pfa nelo dza vhathu ine ya ḓo bvelela.
",0,ven
"ndwendwela kuhttps://digifyafrica.
",0,xho
"vhafumakadzi vhanzhi vha alusa vhana vhe vhoṱhe, zwine zwa anzela u fhungudza khonadzeo dzavho dza u bvelela na dza vhana vhavho.
",0,ven
"ndzi ta fambisa huvo ya vulerisi ya rixaka ku hlanganisa swiyenge hinkwaswo swo angula swa rixaka ra hina.
",0,tso
"nangona okwakutsha nje ukuqhambuka kwakho na kwale ntsholongwane kube zizehlo nje ezimbalwa, urhulumente ukhawulezise wamisela kwakhona imi qathango yokuvaleleka pha ntsi kwemiqathango ethile.
",0,xho
khomphani dza matshilisano dzi do wana vhulanganelwa ha mvelaphanda. Masipala u ṱalutshedza maano a u fhaṱa zwivhalo zwa mushumo. Vhathu vha ṱuṱuwedzwa u ṱanganela.,1,ven
komiti ya mbangu yi ta khoma nhlangano ni vaaki. Swi laveka leswaku ku vekiwa swiboho leswi nga ta pfuna hinkwavo. Komiti ya mbangu yi ta khoma nhlangano.,1,tso
kusungulwa inkqubo entsha yempilo yabantu kule nyanga izayo. Izikolo ezintsha ziya kwakhiwa ukwenzela uncedo kubantwana. Uluntu luyakhuthazwa. Uluntu luyakhuthazwa ukuba luthathe inxaxheba kuguquko..,1,xho
masipala u na zwiitiso zwa u khwinisa pfunzo na mutakalo. Khomphani dza matshilisano dzi do wana.,1,ven
iKomiti yendalo iya kubamba intlanganiso noluntu. Abahlali bayacelwa ukuba babhalisele uncedo lwezindlu. Amaqela oluntu aya kuxhaswa ngurhulumente wengingqi. Abasebenzi boluntu bafumana uqeqesho ukuze baphucule.,1,xho
"bandi xelele into endiyivileyo kwezinye iindawo zokuhlala kwilizwe liphela: ukuba abenzi bezenzo ezinje bayaziwa, kuba baqhayisela ngeenzuzo zolwaphulomthetho lwabo.
",0,xho
"nako le nako ge re gopola go dira tiragalo ya mohuta ofe goba efe ye sego bohlo kwa, re swanetše go ipotšiša potšišo ye: naa e kaba kotsi ya se ke efe go rena le ba thong ba bangwe?
",0,nso
"ngengxelo yowama2020 yekomishoni yokuxhotyiswa kwabantu abamnyama ngokubanzi kwezoqoqosho ebonisa ukuba uninzi lwamacandelo ezoqoqosho ayasilela kwizinto ebekujoliswe kuzo zobunini babasetyhini abamnyama, le ntengiselwano efunyenwe yinkampani yamafutha olwelo yowasetyhini omnyama iluphuhliso oluyimbali.
",0,xho
bafaladi ba kgopelwa go ngwadiša bakeng sa thuso ya matlo. Lenaneo la tlhokomelo ya maphelo le tla thomišwa kgweding ye e tlago. Lenaneo la tlhokomelo.,1,nso
"hi fanele ku va ni vutihlamuleri bya hina vini, bya vana va hina na van’wana.
",0,tso
"go tiišetšwa ke batho ba go se tsebege go bobegaditaba bja leago le melaetša ya sehlopha yeo e dirago ditatofatšo tša go tšhoša le go ipiletša gore batho ba ipušeletše.
",0,nso
"tsumbo i dzulela u ṱanzie lwa kha mbekanyamushumo khulwane dza zwa mishumo ya tshitshavha dzo thomiwaho nga united states nga murahu ha mutsiko muhulu wa ikonomi miṅwahani ya vho 1930. itshi a tsho ngo vha tshiṱuṱuwedzi fhedzi, tsho dovha tsha takusela nṱha u shela mulenzhe nga tshitshavha na mukatelo.
",0,ven
uMasipala ubhengeze izicwangciso zokuphucula iinkonzo. Kusungulwa inkqubo entsha yempilo yabantu kule nyanga izayo. Amaqela oluntu aya kuxhaswa ngurhulumente wengingqi. Amaqela oluntu aya kuxhaswa ngurhulumente wengingqi. Abahlali bayacelwa ukuba babhalisele uncedo lwezindlu. Amaqela oluntu aya kuxhaswa ngurhulumente.,1,xho
"mo tabeng ye, thušo yeo re e hlokago ke ya go bušwa ke mothomošweu.
",0,nso
hu khou lavhelelwa uri vhathu vha kone u wana maṅwalo o teaho. Masipala u ṱalutshedza maano a u. Khomphani dza matshilisano dzi do wana vhulanganelwa ha mvelaphanda..,1,ven
"seloane u vula leswaku loko nandzu wu mangariwa hi ku tirhisa nomboro ya riqingho lera xilamulelamhangu, vatirhi vo sungula vo tisa switshunxo va kamba loko vuxokoxoko hinkwabyo lebyi faneleke byi nyikiwile.
",0,tso
"olu lutsha luziguqule iimbono zalo zaba ziintshukumo.
",0,xho
hu do fhaṱwa tshikolo tshiswa u thusa vhafunziwa vha eneo. Vhadzulapo vha khou humbelwa u dzhiela nṱha pfanelo dzavho. Masipala u ṱalutshedza.,1,ven
"maths geography life sciences physical sciences accounting maths literacy .
",0,nso
"hi hangalase nxaxamelo wa swikili swa nkoka lowu pfuxetiweke, naswona i rosungula kusukela hi 2014. leswi swo va swin’wana swa swikombiso leswi hi ku kongomisa matshalatshala na ku langutisisa eka nhlayo leyitsongo ya mipfuxeto leyi rhangisiweke emahlweni, mafambiselo lama ya kotile ku susumeta ku humelela.
",0,tso
komiti ya mbangu yi ta khoma nhlangano ni vaaki. Ndlela yo lulamisa swiphiqo yi le ku lunghiseleriwa. Ndlela yo lulamisa swiphiqo yi le ku lunghiseleriwa Ndlela yo lulamisa swiphiqo yi le ku lunghiseleriwa. Vahlayi va kombiwa ku tsarisa eka ntirho wa ndzhawu ya vutshamo..,1,tso
vahlayi va kombiwa ku tsarisa eka ntirho wa ndzhawu ya vutshamo. Komiti ya mbangu yi ta khoma nhlangano ni vaaki. Vaendli va.,1,tso
"go hlongwa ga lekala la kgokagano kudu go tla ra gore eskom e tla kgona go reka mohlagase go baabi ba bantši ba ditirelo, bobedi ba praebete le ba setšhaba.
",0,nso
"tanihi rixaka, a hi yeni emahlweni hi tirha kun’we ku tiyisisa leswaku hi ya emahlweni.
",0,tso
"iqaphele ukuba indleko yemveliso etsha yonyuka ngamanqanaba angaphezu kokunyuka kwamaxabiso, kwaye oku kube nefuthe elibi kakhulu kubantu abahluphekayo.
",0,xho
iKomiti yendalo iya kubamba intlanganiso noluntu. Kusungulwa inkqubo entsha yempilo yabantu kule nyanga izayo. Amaqela.,1,xho
"hi kanerile swiphiqo leswi swi nga swa nkoka swinene eka vantshwa na ku kambela tindlela leti hi nga fambelanisaka hakona mavonelo na migingiriko ya hina.
",0,tso
"u dzhia mulayo wa u vhea zwanḓani zwau nga nnḓa ha thendelo a zwi nga ḓo tendelwa kha ḽino shango.
",0,ven
mašeleng a a abelwago a šomišwa go hlabolla thuto.,1,nso
swi laveka leswaku ku vekiwa swiboho leswi nga ta pfuna hinkwavo. Ntirho wo hlawuleka wa ta.,1,tso
"ku sukela loko mhangu leyi yi sungurile, nhlayo ya vanhu va tirhise mfanelo ya vona yo ya etikhoto.
",0,tso
"ge e le gore dipolelo tše ke nnete, re tla otla batho bao ba dirago tše gabohloko.
",0,nso
"ndzi sungurile ku tirha kona endzhaku ka n’hweti ndza ha ku tsala swikambelo swa mina swo hetelela naswona ndzi le ku tiphineni hi mikarhi hikwayo,"" a vula.
",0,tso
"ku humelerisa leswi hi vumbile swinakulobye swa xiqhinga na havumbirhi bya matiko ya misava ya le dzonga wa malinghena ya le hansi na ntirhisano wo vu yerisa matlhelo hinkwawo ya le n’walungu.
",0,tso
"maendlelo yo fana ya vonakile eka milavisiso yo hlaya ya vukungundwana leyi endliweke hi yuniti ya vulavisisi byo hlawuleka (siu), xipano xo lavisisa vugevenga lebyi rhangeke emahlweni (dpci), xipano xa ndzavisiso xa npa na swin’wana.
",0,tso
uluntu luyakhuthazwa ukuba luthathe inxaxheba kuguquko. Uhlaziyo lwemigaqo yokuhanjiswa kwamanzi nombane luya kuqalwa. Izikolo ezintsha ziya kwakhiwa ukwenzela.,1,xho
"go theeletša batho ba gaborena le dipelaelo tša bona mo nakong ye go bile ntlha ye bohlokwahlokwa ya ka fao rena re le mmušo re kgonnego go laola leuba le.
",0,nso
go na le diphetogo go tšweletšong ya motlakase le meetse. Go na le diphetogo go tšweletšong ya motlakase le.,1,nso
iKomiti yendalo iya kubamba intlanganiso noluntu. Uhlaziyo lwemigaqo yokuhanjiswa kwamanzi nombane luya kuqalwa. Uhlaziyo lwemigaqo yokuhanjiswa kwamanzi nombane luya kuqalwa..,1,xho
"re swanetše go ba re sa lefele tšhelete e ntšhi go hwetša ditirelo tše ka moso.
",0,nso
go tšweletšwa ga lenaneo le le lebelelwa go kaonafatša phedišano. Se se bontšha boikemišetšo bja go fetoša maemo a maphelo. Go šoma mmogo le baagi go thea motheo o tiilego wa tlhabollo.,1,nso
"mathomong re be re šoma ka balwetši ba 200, ke moka ra hlatlogela go balwetši ba 400, ebile mo kontrakeng ya rena ya bjale re nale balwetši ba 500 bao re šomago le bona tšatši ka tšatši.
",0,nso
khomphani dza matshilisano dzi do wana vhulanganelwa ha mvelaphanda. Komiti ya mutheo i khou ita mushumo wa u imisa u.,1,ven
mogwera wa tikologo o boletše ka bohlokwa bja paballo ya tikologo. Komiti ya tikologo e tla swara kopano le setšhaba. Mogwera wa.,1,nso
ku ta va ni ku cinca eka mphakelo wa mati ni gezi..,1,tso
tlhahlobo ya mešomo e tla dirwa kgwedi e tlago. Tlhahlobo ya mešomo e tla.,1,nso
swi laveka leswaku ku vekiwa swiboho leswi nga. Vahlayi va kombiwa ku tsarisa eka ntirho wa ndzhawu ya vutshamo..,1,tso
"ikhabhinethi isandula ukubhengeza imeko yentlekele yesizwe ukuphendula kwizikhukula.
",0,xho
"iimpawu ezinkulu ezikhoyo ngaphambi kweminyaka eli12 kwaye kufuneka zibekhona okungenani kwiinyanga ezintandathu.
",0,xho
ndlela yo lulamisa swiphiqo yi le ku lunghiseleriwa. Ndzi tshembha leswaku ntirho lowu.,1,tso
mmasepala o tsebisitse ka leano la go tokafatsa ditirelo. Mmasepala o tsebisitse ka leano la go tokafatsa.,1,nso
"hi kanyingi, vatirhi va nga tlhelela entirhweni va nga kamberiwanga nakambe loko: va hetile 10 ra masiku yo boha ya nhlambulo kumbe ku tikhetela etlhelo.
",0,tso
komiti ya mutheo i khou ita mushumo wa u imisa u shandukela ha tshikalo. Hu do fhaṱwa tshikolo tshiswa u thusa vhafunziwa vha eneo. Nḓivhadzo ya nḓila dza.,1,ven
hu do fhaṱwa tshikolo tshiswa u thusa vhafunziwa vha eneo. Masipala u na zwiitiso zwa u khwinisa pfunzo na mutakalo. Hu do fhaṱwa tshikolo tshiswa u thusa vhafunziwa vha Khomphani dza matshilisano dzi do wana vhulanganelwa ha mvelaphanda..,1,ven
"kufuneka siwuve lo msebenzi wokukhathalela endle leni.
",0,xho
"sweswinyana hi teke xiave eka samiti ya brics ya vu13, laha matiko ya brics ya nga twanana ku tiyisisa ntirhisano ku lwisana na covid19 na ku hlengeleta nseketelo wa xipolitiki na swipfuno swa timali leswi dingiwaka ku angula eka vulunghekeli bya mitungukulu ya nkarhi lowu taka.
",0,tso
hu do fhaṱwa tshikolo tshiswa u thusa vhafunziwa vha eneo. Khomphani dza matshilisano dzi do wana vhulanganelwa ha mvelaphanda. Masipala u na zwiitiso zwa u khwinisa pfunzo na mutakalo..,1,ven
"naga ye e itemogetše mase tlapelo a mantši kudu.
",0,nso
vhadzulapo vha khou humbelwa u dzhiela nṱha pfanelo dzavho. Khomphani dza matshilisano dzi do wana vhulanganelwa ha mvelaphanda. Masipala u na zwiitiso zwa u khwinisa pfunzo na mutakalo. Vhathu.,1,ven
khomphani dza matshilisano dzi do wana vhulanganelwa ha mvelaphanda. Masipala u na zwiitiso zwa u khwinisa pfunzo na mutakalo. Vhadzulapo vha khou humbelwa u dzhiela nṱha pfanelo dzavho. Hu. Komiti ya mutheo i khou ita mushumo wa u imisa u shandukela ha tshikalo..,1,ven
"zwe zwa vha zwi tshi khou takadza zwihulu nga ha therisano idzo ndi u vhona vharangaphanḓa vha zwa sialala vha tshi sumbedza u pfesesa khaedu dza zwa ikonomi dzo ambarelaho ḽino shango, na u ṱoḓa u vha tshipiḓa tsha thandululo kha khaedu nnzhi dza u sa bvelela na vhushai kha vhupo havho.
",0,ven
"bašomi ba bantši ba mmušo le bona ba boetše mešomong goya ka dipeakanyetšo tša molao wa tša maphelo le polokego mešomong le goya ka fao ba hlahlilwego ke kgoro ya tirelo le taolo ya setšhaba, ka tšhomišano le dikgoro tše dingwe tša mmušo ka moka.
",0,nso
abahlali bayacelwa ukuba babhalisele uncedo lwezindlu. Izikolo ezintsha ziya kwakhiwa ukwenzela uncedo kubantwana. Abasebenzi boluntu bafumana uqeqesho ukuze baphucule iinkonzo..,1,xho
"mafelelong, lenaneo le le tla akaretša karolo ya 'mošomo wa leago', fao re tlogo šomišana le bakaonafatši ba bophelo go thwala batho ka ditirong tša go fapana – go tloga go kaonafatšo ya khwetšagalo ya dijo, go ya go go šoganeng le dikgaruru tša bong go ya kaonafatšong ya metse ya mešašana – gore ka moka di kgathetema go morero wo mobotse.
",0,nso
"nkabe e se ka mananeokgorarara a go naba a tšhireletšo ya leago ao re šetšego re na le ona, re be re ka se kgone go thakgola magato a ka nako ye kopana ka tsela ye.
",0,nso
ditirelo di tla hwetšagala gabotse go netefatša mehuta ya ditirelo. Se se bontšha boikemišetšo bja go fetoša maemo a maphelo. Dipalangwa di tla hlabollwa go fihlelela ditlhoko tša setšhaba.,1,nso
kusungulwa inkqubo entsha yempilo yabantu kule nyanga izayo. Izikolo ezintsha ziya kwakhiwa ukwenzela uncedo kubantwana. Izikolo ezintsha.,1,xho
bafaladi ba kgopelwa go ngwadiša bakeng sa thuso ya matlo. Go na le diphetogo go tšweletšong ya motlakase le meetse. Go na le diphetogo go tšweletšong ya motlakase le meetse. Lenaneo la tlhokomelo.,1,nso
"ngenyanga yethupha, siyaqala ukufezekisa isicwangciso sobuchule sesizwe ukulwa ubundlobongela obugxile kwezesini nokubulawa kwabasetyhini ngamadoda.
",0,xho
hu do fhaṱwa tshikolo tshiswa u thusa vhafunziwa vha eneo. Masipala u ṱalutshedza maano a u fhaṱa zwivhalo Nḓivhadzo ya nḓila dza u fhaṱa nḓila dzi khou itwa nga masipala. Komiti ya mutheo i khou ita mushumo wa u imisa u shandukela ha tshikalo..,1,ven
nḓivhadzo ya nḓila dza u fhaṱa nḓila dzi.,1,ven
vahlayi va kombiwa ku tsarisa eka ntirho wa ndzhawu ya.,1,tso
vhathu vha ṱuṱuwedzwa u ṱanganela kha nyendo dza mvelaphanda. Hu khou lavhelelwa uri vhathu vha kone u wana maṅwalo o teaho. Hu khou lavhelelwa uri vhathu vha kone u wana maṅwalo o.,1,ven
"ukuba nezinto ezinjalo okanye wabelana ngazo lityala elo,"" wongeze watsho upoto.
",0,xho
ndlela yo lulamisa swiphiqo yi le ku lunghiseleriwa. Ku ta va ni ku cinca eka mphakelo.,1,tso
ku ta va ni ku cinca eka mphakelo wa mati ni gezi. Ndzi tshembha leswaku ntirho lowu wu ta pfuna swirho swa muganga. Vaendli va.,1,tso
mmasepala o tsebisitse ka leano la go tokafatsa ditirelo. Lenaneo la tlhokomelo ya maphelo le tla thomišwa kgweding ye e tlago. Bafaladi ba kgopelwa go ngwadiša bakeng sa thuso ya matlo. Bafaladi.,1,nso
"makhaula mbilu haya oṱhe o vha a tshi ḓo vha o thivhelea arali ho vha na maga o dzhiwaho a u tsireledza vhana kha fhethu hu huvhadzaho.
",0,ven
mmasepala o tsebisitse ka leano la go tokafatsa ditirelo. Go na le diphetogo go tšweletšong ya motlakase le meetse. Go na le diphetogo go tšweletšong. Komiti e ikemišeditše go dira diphetogo tše di bonagalago.,1,nso
"minongonoko yi ta haxiwa hi ku vuyelela endzhaku ka 4 nimadyambu eka openview yi tlhela yi va kona eka dstv catchup .
",0,tso
masipala u na zwiitiso zwa u khwinisa pfunzo na mutakalo. Nḓivhadzo ya nḓila dza u fhaṱa nḓila dzi khou itwa nga masipala. Khomphani dza matshilisano dzi do wana vhulanganelwa ha.,1,ven
"ingqiqo yentsebenziswano ezuzisa amacala onke iza kubaluleka ngokukodwa ekuvuselelweni koqoqosho lwehlabathi, apho uphuhliso olungalinganiyo luthetha ukuba amanye amazwe aza kubuyela kwimo yesiqhelo msinyane, ngethuba amanye esilela ngasemva.
",0,xho
vahlayi va kombiwa ku tsarisa eka ntirho wa ndzhawu ya vutshamo. Komiti ya mbangu yi ta khoma nhlangano ni.,1,tso
"le ge go le bjalo, sa go kgahliša ke gore mo ngwagasomeng woo o fetilego re ile ra ba le kgatelopele tabeng ya go fokotša palo ya diphetetšo tše mpsha setšhabeng ka 60%.
",0,nso
"xikolo xa phurayimari xa thabang xi kumile mixiximo ya le henhla eka masagwadi hikwalaho ka ku tirha hi matimba na ku tinyiketela ka sgb ya xona, xipano xa vufambisi na komiti ya nsnp leyi tirhaka, ku vula sejake.
",0,tso
kusungulwa inkqubo entsha yempilo yabantu kule nyanga izayo. Abasebenzi boluntu bafumana uqeqesho ukuze baphucule iinkonzo. Uhlaziyo lwemigaqo yokuhanjiswa kwamanzi nombane luya kuqalwa. Izikolo ezintsha ziya kwakhiwa ukwenzela uncedo kubantwana. Kusungulwa inkqubo entsha yempilo yabantu.,1,xho
ditokelo tša motheo di swanetše go šireletšwa ka mekgwa ya semolao. Go na le diphetogo go.,1,nso
go na le maitekelo a go lokiša ditaba tša thuto. Dipalangwa di tla hlabollwa go fihlelela ditlhoko tša setšhaba. Go kgothaletšwa setšhaba go tsenya letsogo le go tšea karolo.,1,nso
amaqela oluntu aya kuxhaswa ngurhulumente wengingqi. IKomiti yendalo iya kubamba intlanganiso noluntu. Uhlaziyo lwemigaqo yokuhanjiswa kwamanzi nombane luya kuqalwa. Amaqela oluntu aya kuxhaswa UMasipala ubhengeze izicwangciso zokuphucula iinkonzo. Abahlali bayacelwa ukuba babhalisele uncedo lwezindlu. Abasebenzi boluntu bafumana uqeqesho ukuze baphucule iinkonzo..,1,xho
komiti ya tikologo e tla swara kopano le setšhaba. Lenaneo la tlhokomelo ya maphelo.,1,nso
vahlayi va kombiwa ku tsarisa eka ntirho wa ndzhawu ya vutshamo. Masipala wu tivisile leswaku ku ta endliwa ntirho wo.,1,tso
"asikuvumeli ukungezi esikolweni ngaphandle kwesizathu esibambekayo, kwaye asinabo nabantwana abayekayo esikolweni.
",0,xho
uMasipala ubhengeze izicwangciso zokuphucula iinkonzo. UMasipala ubhengeze izicwangciso zokuphucula iinkonzo. Izikolo ezintsha ziya kwakhiwa ukwenzela uncedo kubantwana. Abahlali bayacelwa ukuba babhalisele uncedo lwezindlu. Uluntu luyakhuthazwa ukuba luthathe inxaxheba. Kusungulwa inkqubo entsha yempilo yabantu kule nyanga izayo..,1,xho
hu do fhaṱwa tshikolo tshiswa u thusa vhafunziwa.,1,ven
